vehicle_brand,vehicle_type,battery_chemistry,drive_type,cycle_count,odometer_km,vehicle_age_years,capacity_loss_percent,cell_voltage_std,internal_resistance,thermal_runaway_risk,battery_stress_index,daily_distance,manufacturing_year,battery_capacity_kwh,depth_of_discharge,battery_failure
Tesla,SUV,NCA,RWD,64.0,21101.0,6.23,,,0.3884,66.2,30.9,,2020.0,85.58,38.64,0
Mahindra,Hatchback,,AWD,576.0,138393.0,10.12,10.85,0.01665,0.6591,24.7,75.0,,2016.0,47.58,59.25,0
Rivian,Sedan,NMC,RWD,175.0,62041.0,3.04,12.3,0.02009,0.53,58.6,87.8,82.0,2023.0,76.53,64.79,0
Kia,Sedan,NMC,FWD,410.0,158810.0,3.99,24.64,0.02085,0.6515,68.3,73.5,131.4,,77.16,53.78,1
Toyota,SUV,LFP,FWD,788.0,409095.0,10.06,13.14,0.02065,0.7206,35.2,33.3,131.0,2016.0,89.9,47.59,0
Mercedes,,NMC,RWD,720.0,207543.0,9.92,34.38,0.03168,0.7267,64.7,45.2,64.3,2016.0,64.09,41.34,1
,Crossover,NCA,AWD,817.0,223343.0,10.09,45.16,0.03808,0.6038,83.5,36.5,73.3,2016.0,59.94,59.47,1
,Crossover,NMC,RWD,206.0,62816.0,5.94,10.31,0.01642,0.4609,56.5,20.2,32.8,,,32.36,0
Volkswagen,Sedan,NMC,AWD,25.0,11869.0,1.9,2.01,0.01221,0.3949,45.3,12.9,16.5,2024.0,67.65,28.82,0
Nissan,Truck,LMO,AWD,124.0,73126.0,7.94,14.59,0.0148,0.603,51.7,14.9,27.4,2018.0,125.92,21.56,0
,Crossover,NMC,FWD,1477.0,450000.0,10.04,55.26,0.0372,0.8942,71.2,64.1,147.9,2016.0,60.42,41.79,1
Ford,Crossover,LFP,FWD,352.0,201750.0,9.98,6.9,0.01534,0.5993,26.1,23.5,,2016.0,87.58,30.74,0
Volvo,Hatchback,NMC,FWD,997.0,216764.0,7.93,38.58,0.03223,,89.9,27.5,92.4,2018.0,42.99,31.45,1
Kia,Hatchback,NMC,RWD,691.0,155984.0,6.25,35.88,0.02596,,68.5,78.1,79.8,2020.0,47.2,54.61,1
Mercedes,Sedan,NMC,AWD,762.0,250309.0,7.83,,0.03081,0.6278,66.1,40.7,106.5,,64.42,47.96,0
Tesla,Hatchback,NMC,FWD,126.0,17339.0,5.82,4.63,0.00903,0.4114,49.4,45.4,4.0,2020.0,55.09,48.97,0
Mahindra,SUV,NMC,AWD,436.0,164115.0,5.94,32.17,0.03174,0.7868,76.8,100.0,98.0,2020.0,70.42,41.62,1
Volvo,SUV,NMC,AWD,548.0,233617.0,10.17,29.73,0.03746,0.6441,56.9,46.7,80.2,2016.0,93.09,43.03,1
GM,Sedan,LFP,RWD,147.0,63412.0,9.17,1.13,,0.5967,28.3,31.0,27.0,2017.0,,43.95,0
,Hatchback,NMC,AWD,788.0,232531.0,,36.87,0.02177,0.6915,60.7,54.3,106.9,2019.0,62.52,41.93,1
Nissan,Hatchback,LMO,AWD,736.0,223502.0,8.05,,0.03663,0.9243,63.7,16.1,84.2,2018.0,59.27,,1
Mahindra,SUV,NMC,RWD,130.0,31663.0,1.94,3.42,0.0108,0.3872,46.9,30.4,42.1,2024.0,79.9,36.95,0
Ford,SUV,LFP,FWD,214.0,68745.0,5.86,1.97,0.0092,0.6041,19.8,12.5,,2020.0,95.68,35.83,0
Nissan,Sedan,NMC,FWD,851.0,217809.0,8.1,,0.03772,0.6888,68.4,53.6,86.9,,51.0,52.19,1
Hyundai,Sedan,NMC,FWD,447.0,135354.0,5.19,23.7,0.02262,0.5276,54.4,,90.7,2021.0,65.74,25.89,0
Mercedes,Sedan,NMC,RWD,1110.0,360189.0,10.07,59.13,0.04111,,91.4,100.0,,2016.0,64.45,35.86,1
Hyundai,Sedan,NMC,FWD,456.0,142315.0,4.94,,0.02226,0.6031,65.8,34.6,96.5,2021.0,65.42,27.43,0
Audi,Van,NMC,FWD,41.0,3823.0,4.04,0.2,0.01389,0.4082,46.4,0.0,3.0,2022.0,82.85,5.45,0
Hyundai,Sedan,NMC,FWD,823.0,266260.0,9.88,38.52,0.02849,0.6766,67.2,61.6,88.9,2016.0,62.64,66.66,1
BMW,SUV,NMC,RWD,439.0,185833.0,3.93,25.84,0.02468,,63.0,63.7,152.2,,86.16,49.88,1
Kia,Crossover,NMC,RWD,613.0,177880.0,11.07,29.2,0.02686,0.6118,68.8,20.4,53.1,2015.0,60.44,34.26,1
Volvo,Hatchback,NMC,RWD,178.0,38294.0,5.99,11.45,0.02091,0.4629,52.1,22.1,22.6,2020.0,46.42,36.04,0
Toyota,Sedan,,FWD,175.0,54944.0,5.12,7.93,0.01835,0.4161,43.3,40.4,,2021.0,67.63,42.24,0
Tesla,Sedan,NCA,FWD,438.0,160216.0,11.12,28.01,0.03666,0.5966,76.8,28.3,48.1,2015.0,75.47,,1
Tesla,Hatchback,NMC,AWD,2010.0,268308.0,,57.39,0.03303,0.8626,75.3,6.9,100.1,2017.0,26.01,24.09,1
Toyota,Sedan,NMC,RWD,470.0,154694.0,9.97,,0.02476,0.5958,56.4,25.6,47.6,2016.0,64.39,48.49,0
Kia,Sedan,NMC,RWD,401.0,131971.0,8.11,23.5,0.03158,0.6115,65.9,77.9,57.4,2018.0,69.1,68.19,1
Tesla,Sedan,NCA,FWD,1048.0,344669.0,10.98,47.37,0.03615,0.6819,76.8,25.8,108.3,2015.0,68.7,39.99,1
Volkswagen,Crossover,NMC,AWD,248.0,78576.0,9.06,16.63,0.02451,0.6228,58.8,23.5,24.7,2017.0,68.68,12.87,0
Mercedes,Hatchback,NMC,RWD,662.0,140804.0,8.18,28.3,,0.6594,58.4,34.8,59.8,2018.0,47.24,42.26,0
BMW,SUV,NCA,FWD,29.0,29630.0,7.9,0.2,0.01338,0.3354,59.4,5.3,11.7,2018.0,87.87,30.69,0
Volkswagen,SUV,NMC,RWD,123.0,45747.0,8.99,8.16,0.01103,0.4455,45.1,3.5,16.4,2017.0,,30.8,0
BYD,SUV,,RWD,402.0,88992.0,,12.33,0.01172,0.7209,21.8,74.3,89.1,2023.0,94.03,45.64,0
Ford,SUV,NMC,FWD,574.0,268975.0,8.91,32.98,0.02375,0.6913,54.6,55.1,106.6,2017.0,96.39,50.52,1
,SUV,NCA,AWD,141.0,47362.0,1.86,9.31,0.01328,0.407,65.7,12.4,67.0,,90.98,23.38,0
Renault,Hatchback,LMO,RWD,1858.0,365634.0,10.19,69.43,0.05246,1.0641,70.7,27.8,118.7,2016.0,39.36,,1
Mercedes,Sedan,NMC,FWD,891.0,312841.0,9.84,41.17,0.03839,0.7431,69.3,72.2,103.4,2016.0,70.86,62.07,1
Tesla,Crossover,NCA,FWD,755.0,319334.0,7.99,47.24,0.0366,0.6563,92.2,47.3,135.7,2018.0,82.66,38.68,1
Tesla,Hatchback,NMC,RWD,877.0,149221.0,5.22,47.5,,0.9224,95.2,88.8,91.1,2021.0,33.23,35.8,1
MG,SUV,LFP,FWD,439.0,183536.0,5.97,6.06,0.01035,0.643,14.9,36.1,98.9,2020.0,79.32,31.76,0
Volkswagen,Hatchback,NMC,AWD,1353.0,270892.0,7.92,49.53,0.04408,0.8029,65.8,34.9,109.1,2018.0,38.24,26.01,1
BMW,SUV,NMC,FWD,965.0,404816.0,11.3,42.73,0.02793,0.7346,63.2,,,2015.0,91.91,48.54,1
BYD,Hatchback,LFP,FWD,2191.0,450000.0,11.2,28.51,0.03317,0.9113,32.1,45.3,136.6,2015.0,42.6,37.61,1
Tata,Hatchback,LFP,AWD,791.0,231921.0,6.64,15.32,0.01926,0.6783,21.1,24.0,115.3,2019.0,59.04,21.72,0
GM,Sedan,NMC,RWD,753.0,257144.0,10.98,35.05,0.03283,0.7468,61.9,77.9,82.2,2015.0,65.08,59.37,1
Hyundai,SUV,NMC,AWD,122.0,52088.0,3.07,9.61,,0.5075,50.7,30.4,58.3,2023.0,94.04,43.82,0
Renault,SUV,NMC,AWD,349.0,177465.0,9.87,18.46,0.02046,0.5216,55.5,42.1,62.0,2016.0,101.18,23.32,0
BMW,SUV,NMC,RWD,142.0,94966.0,4.01,8.63,0.01459,0.4137,49.4,,87.7,2022.0,,45.47,0
BYD,Van,LFP,AWD,,11776.0,1.75,9.02,0.01503,0.7682,34.3,87.3,3.8,2024.0,83.02,36.0,0
BYD,Crossover,NMC,AWD,1.0,500.0,2.21,0.2,0.00582,0.3395,44.3,15.3,16.3,2024.0,82.27,15.42,0
Lucid,Sedan,NCA,AWD,933.0,301795.0,7.86,48.26,0.03545,0.7391,71.4,54.0,128.6,2018.0,64.37,30.65,1
MG,SUV,LFP,RWD,580.0,203091.0,10.11,13.14,0.02101,0.7754,38.4,67.6,67.8,2016.0,89.1,29.25,0
Rivian,Hatchback,NMC,AWD,805.0,140697.0,7.96,33.81,0.02762,0.6602,59.3,0.0,58.6,2018.0,37.39,22.96,0
Volkswagen,Hatchback,NMC,FWD,996.0,218707.0,10.87,37.19,0.03594,0.6736,,42.5,65.9,2015.0,45.99,51.99,1
Audi,SUV,NMC,RWD,550.0,221882.0,8.98,32.32,0.02646,0.7433,71.0,69.9,83.3,2017.0,87.35,61.25,1
Mercedes,Sedan,NMC,RWD,1200.0,334182.0,9.94,51.45,0.03655,0.8142,68.6,46.5,113.1,2016.0,54.72,30.84,1
Tesla,Crossover,NCA,FWD,695.0,234792.0,10.83,37.34,0.02855,0.5872,72.1,57.1,74.0,2015.0,72.31,37.66,1
BYD,Crossover,NMC,FWD,289.0,120554.0,6.93,13.61,0.02346,0.4897,49.7,15.9,62.0,2019.0,83.42,15.28,0
,Hatchback,NMC,RWD,,140274.0,8.02,,0.0237,0.6776,61.7,71.6,59.6,2018.0,43.93,50.44,1
Toyota,Sedan,,FWD,17.0,14286.0,10.09,0.2,0.00998,0.5585,26.4,47.8,3.0,2016.0,69.08,51.37,0
BYD,SUV,LFP,FWD,297.0,196938.0,4.59,,,0.6249,19.7,44.4,143.9,2021.0,99.07,48.99,0
Volkswagen,Crossover,LFP,AWD,230.0,103755.0,6.93,2.89,0.02004,0.5929,23.1,18.6,48.1,2019.0,81.41,29.37,0
Nissan,Hatchback,NMC,FWD,910.0,229655.0,10.03,43.5,0.02926,0.719,69.1,39.1,73.4,2016.0,50.24,35.51,1
Honda,SUV,LFP,AWD,613.0,249070.0,8.81,15.07,0.02454,0.8255,39.8,53.2,92.9,2017.0,91.89,28.69,1
BYD,SUV,NMC,AWD,652.0,,7.92,28.98,0.0299,0.643,59.2,40.3,126.5,2018.0,96.66,50.39,1
Toyota,Sedan,NMC,FWD,606.0,229083.0,6.7,37.77,0.02419,0.6628,66.5,83.6,116.2,2019.0,72.28,57.35,1
GM,SUV,NMC,AWD,335.0,139259.0,10.95,22.27,0.02879,0.6237,,29.7,41.8,2015.0,91.97,21.79,1
Tesla,SUV,NCA,FWD,103.0,42015.0,6.13,3.15,0.00554,0.3222,64.8,45.3,16.3,2020.0,,49.38,0
Tesla,Truck,NCA,AWD,372.0,231831.0,6.12,26.88,,0.4776,81.2,69.0,120.8,2020.0,120.51,67.1,1
Tesla,SUV,NCA,RWD,577.0,237023.0,11.08,36.95,0.03588,0.5925,84.9,34.2,71.1,2015.0,82.9,41.48,1
Rivian,Crossover,NMC,,277.0,71692.0,5.08,19.63,0.02171,0.5343,58.2,13.5,52.4,2021.0,70.7,32.72,0
Volkswagen,Truck,NMC,,21.0,80386.0,10.97,5.86,0.00931,0.4134,53.7,48.3,25.6,2015.0,119.03,58.02,0
Tesla,Hatchback,NMC,FWD,890.0,149146.0,8.95,42.29,,0.8622,84.4,41.0,53.7,2017.0,32.1,18.74,1
Tesla,Crossover,NCA,AWD,640.0,197463.0,6.1,40.34,0.03155,0.6372,75.5,53.9,109.5,2020.0,60.16,43.73,1
BYD,SUV,NMC,AWD,555.0,213730.0,5.0,26.88,0.01985,0.5853,59.8,58.2,133.7,2021.0,85.67,54.32,0
Tesla,Sedan,NCA,RWD,535.0,148203.0,4.9,36.64,0.025,0.6067,79.0,35.2,107.3,2021.0,65.97,28.12,1
Kia,Crossover,NMC,AWD,401.0,121453.0,8.09,16.15,0.01779,0.4464,62.5,0.0,53.6,2018.0,69.1,30.41,0
BMW,Hatchback,,AWD,768.0,155343.0,9.87,39.29,0.03585,0.7983,61.5,73.7,45.0,2016.0,40.75,36.17,1
GM,Crossover,LFP,,62.0,8699.0,4.93,3.65,0.00882,0.6202,16.3,20.1,3.0,2021.0,84.32,28.16,0
Tesla,Crossover,NCA,FWD,531.0,174261.0,4.2,36.66,0.02746,0.6491,88.7,80.6,135.4,2022.0,61.9,45.0,1
Renault,SUV,NMC,AWD,561.0,227956.0,10.95,30.39,0.03042,0.6839,65.6,58.2,73.9,2015.0,80.2,41.19,1
Tesla,,NCA,FWD,95.0,39511.0,2.96,4.11,0.01495,0.3798,56.1,13.5,47.5,2023.0,56.77,45.07,0
Mercedes,Crossover,NMC,FWD,467.0,161901.0,7.93,31.76,0.02651,0.8323,76.6,100.0,77.8,2018.0,68.67,54.94,1
BYD,Sedan,LFP,AWD,25.0,40896.0,2.09,0.2,,0.5584,18.2,0.0,62.7,2024.0,90.32,27.31,0
BMW,Hatchback,NCA,FWD,519.0,124337.0,9.94,31.13,0.03625,0.5771,73.1,17.1,40.9,2016.0,47.04,31.97,1
Toyota,Sedan,NMC,AWD,437.0,150422.0,10.77,26.08,0.01686,0.6049,61.7,17.7,45.3,2015.0,,28.43,1
Nissan,Crossover,LMO,AWD,373.0,127130.0,8.91,41.85,0.03868,0.7992,57.2,61.6,41.3,2017.0,70.04,,1
Tesla,Van,NCA,RWD,219.0,94589.0,5.26,12.88,0.01766,0.4679,58.0,,58.5,2021.0,88.09,35.5,0
Rivian,,NCA,AWD,116.0,37926.0,11.09,,0.00826,0.3439,57.7,23.1,15.6,2015.0,72.96,45.63,0
Nissan,Truck,NMC,FWD,403.0,242568.0,7.14,26.43,0.02182,0.6114,46.9,83.8,118.5,2019.0,117.67,67.28,0
Tesla,SUV,NCA,RWD,660.0,284183.0,10.03,35.35,0.02742,0.5772,73.2,20.9,94.0,2016.0,89.25,,1
Volkswagen,Hatchback,NMC,FWD,1348.0,306486.0,7.8,51.69,0.03401,0.7911,,26.8,128.4,2018.0,,35.18,1
BMW,Hatchback,NMC,AWD,881.0,204718.0,,36.19,0.02541,0.7563,81.4,32.2,75.3,2017.0,51.11,18.35,1
Honda,Sedan,NMC,AWD,1352.0,450000.0,11.27,51.48,0.03589,0.7521,64.9,50.3,136.3,2015.0,65.36,27.66,1
Mercedes,SUV,NMC,AWD,46.0,38526.0,2.09,1.94,0.01108,0.4206,69.4,56.1,47.6,2024.0,91.86,49.71,0
Kia,Hatchback,NMC,FWD,528.0,127144.0,9.89,20.52,0.02165,0.5581,56.5,32.1,44.0,2016.0,48.11,43.53,0
Renault,SUV,NMC,RWD,295.0,135410.0,7.87,19.36,0.0195,0.5258,49.7,53.4,55.2,2018.0,81.29,64.34,0
Renault,Sedan,NMC,FWD,249.0,80124.0,7.21,12.62,0.01937,0.4747,54.5,31.9,43.9,2019.0,60.1,26.5,0
Volkswagen,Crossover,NMC,RWD,878.0,199358.0,,41.12,0.03538,0.6798,67.9,67.6,124.0,2020.0,46.41,42.2,1
,Crossover,NMC,RWD,1072.0,345628.0,9.94,45.61,0.03892,0.7181,65.0,95.7,113.6,2016.0,72.52,42.5,1
Tata,SUV,NMC,FWD,576.0,263274.0,10.0,33.12,,0.6579,64.5,52.1,87.7,2016.0,104.16,47.17,1
Hyundai,SUV,NMC,FWD,348.0,152583.0,10.87,19.92,0.02732,0.5546,55.7,67.5,49.0,2015.0,95.7,67.52,1
Ford,Sedan,NMC,RWD,1009.0,209470.0,11.11,37.66,0.02784,0.7393,69.8,21.2,59.1,2015.0,42.98,32.59,1
Volvo,Hatchback,NMC,FWD,886.0,210428.0,6.08,41.58,0.03307,0.7543,59.8,57.6,116.5,2020.0,46.79,32.17,1
BMW,Sedan,NMC,FWD,955.0,318135.0,10.06,43.68,0.04193,0.7329,71.2,38.7,105.3,2016.0,73.11,29.89,1
Mercedes,SUV,NCA,FWD,646.0,275166.0,6.73,38.31,0.02978,0.587,71.4,60.6,130.8,2019.0,85.31,57.36,1
Tata,SUV,LFP,RWD,242.0,116611.0,8.03,4.45,0.01566,0.5806,25.1,19.2,49.2,2018.0,76.0,36.81,0
Tesla,Truck,NMC,FWD,1.0,9666.0,6.03,0.2,0.01713,0.3953,54.9,0.0,12.0,2020.0,112.8,18.45,0
Ford,Sedan,NMC,FWD,212.0,84539.0,10.2,13.89,0.01952,0.4889,52.1,56.0,31.6,2016.0,66.43,41.96,1
Tesla,Van,NMC,FWD,104.0,60730.0,6.27,7.41,0.0175,0.4292,48.5,37.0,37.3,2020.0,94.7,35.14,0
Audi,SUV,NMC,FWD,481.0,207454.0,8.05,19.8,0.02433,0.5177,62.3,18.8,90.0,2018.0,82.53,47.55,0
Kia,Sedan,NMC,AWD,885.0,245665.0,10.12,,0.03089,0.6712,71.2,54.8,78.8,2016.0,58.95,43.88,1
BMW,Sedan,NMC,FWD,,330427.0,11.03,56.56,0.04538,1.0447,92.8,87.9,,2015.0,59.03,26.27,1
BMW,SUV,NMC,AWD,655.0,263137.0,10.11,30.76,0.02786,0.6489,63.0,45.8,88.7,2016.0,83.12,46.86,1
Tata,Sedan,NMC,AWD,1411.0,450000.0,,51.16,0.03221,,72.3,51.9,,2015.0,64.59,55.86,1
Audi,Hatchback,NMC,FWD,291.0,102090.0,8.04,19.98,0.02015,,50.3,66.7,44.8,2018.0,65.32,64.35,0
Tata,Hatchback,LFP,FWD,132.0,38805.0,2.94,0.2,0.00969,0.5068,22.2,0.0,48.0,2023.0,56.89,23.75,0
Ford,SUV,LFP,FWD,944.0,,10.87,20.77,0.03378,,42.0,45.5,99.0,2015.0,82.7,21.74,1
Mercedes,Hatchback,NMC,FWD,61.0,19293.0,3.15,2.25,0.00995,0.3803,43.9,41.8,18.2,2023.0,41.62,44.31,0
BYD,Crossover,LFP,RWD,320.0,84774.0,6.92,0.2,0.01244,0.6294,22.3,4.8,37.4,2019.0,80.67,40.16,0
Hyundai,Sedan,NMC,FWD,113.0,32640.0,3.12,3.94,0.0103,0.3388,52.6,9.3,41.3,2023.0,64.24,32.64,0
BYD,Van,NMC,AWD,623.0,282611.0,9.08,28.51,0.03358,0.6081,68.8,14.6,107.7,2017.0,99.29,21.09,1
Hyundai,SUV,NMC,AWD,836.0,328304.0,11.15,38.03,0.03986,0.756,62.4,46.6,96.7,2015.0,82.34,41.89,1
BYD,SUV,LFP,FWD,978.0,355028.0,10.77,16.0,0.0183,0.8164,29.3,35.6,110.6,2015.0,78.04,31.9,0
Lucid,Sedan,NMC,RWD,814.0,267609.0,9.78,38.94,0.03475,0.6977,63.5,64.7,90.0,2016.0,66.73,45.45,1
Toyota,Sedan,NMC,,115.0,55825.0,5.11,8.21,0.01079,0.436,42.9,21.9,42.2,2021.0,71.31,35.48,0
Kia,SUV,NMC,RWD,576.0,240765.0,10.04,33.4,,0.7074,72.8,70.3,76.6,2016.0,83.86,45.11,1
Volkswagen,SUV,NMC,FWD,1077.0,450000.0,9.88,47.72,0.03711,0.8,63.8,53.3,156.4,2016.0,86.26,35.26,1
BMW,Hatchback,NMC,AWD,78.0,500.0,3.89,9.62,0.01964,0.5632,66.9,72.6,3.0,2022.0,52.12,37.62,0
Volkswagen,Crossover,NMC,FWD,456.0,147941.0,9.97,24.03,0.02217,0.6038,62.6,19.3,49.6,2016.0,72.96,10.71,1
Kia,Hatchback,NMC,FWD,1.0,14417.0,7.17,0.2,0.0159,0.401,39.4,35.1,3.0,2019.0,52.94,51.91,0
MG,Hatchback,LFP,RWD,1122.0,319473.0,11.03,18.24,0.01615,0.7665,20.4,27.9,,2015.0,54.28,18.74,0
Nissan,Sedan,NMC,RWD,18.0,576.0,5.68,0.2,0.00977,0.3469,46.5,27.6,8.6,2020.0,64.92,58.69,0
Hyundai,Crossover,LFP,FWD,103.0,80445.0,2.88,5.73,0.00871,0.7379,44.9,66.9,,2023.0,80.23,38.78,0
BMW,Hatchback,NMC,AWD,841.0,226577.0,10.12,39.46,0.03212,0.796,83.7,75.0,75.3,2016.0,54.99,30.54,1
Hyundai,Hatchback,NMC,FWD,,168446.0,11.1,30.13,0.02808,0.6555,65.2,34.2,49.4,2015.0,45.29,46.91,1
Renault,Crossover,LMO,AWD,566.0,239147.0,10.2,42.68,0.04205,,,14.7,79.9,2016.0,80.83,35.55,1
Honda,SUV,NMC,RWD,,277532.0,10.1,37.38,0.03272,,85.0,98.2,95.6,,93.21,65.76,1
Volkswagen,Sedan,NMC,FWD,,253731.0,,38.81,0.03483,0.6707,63.8,30.4,96.7,2017.0,62.9,38.96,1
Volkswagen,Sedan,NMC,FWD,1060.0,247304.0,10.1,46.61,0.03265,0.7926,82.5,66.3,79.9,2016.0,46.75,35.98,1
Volkswagen,,NMC,AWD,552.0,248197.0,6.94,28.03,0.02684,0.681,61.8,57.3,120.5,2019.0,84.95,39.97,1
BMW,Truck,NMC,FWD,258.0,169372.0,5.71,13.6,0.02151,0.451,53.3,38.1,101.1,2020.0,125.83,44.24,0
Tesla,Sedan,NCA,AWD,1157.0,430560.0,10.86,52.43,0.04242,0.7224,84.9,37.8,133.1,2015.0,75.66,37.56,1
Volkswagen,Hatchback,NMC,RWD,286.0,53117.0,5.84,21.59,0.02342,0.6419,65.9,82.4,34.0,2020.0,39.21,56.28,1
Kia,Crossover,NMC,FWD,512.0,204224.0,9.98,28.58,0.0265,0.6946,77.8,60.3,64.2,2016.0,69.88,54.77,1
Volkswagen,Van,LFP,FWD,321.0,92326.0,2.91,4.25,0.01113,0.5758,14.6,44.3,92.5,2023.0,74.79,47.55,0
Tesla,SUV,NCA,FWD,279.0,97368.0,6.19,17.13,0.02242,0.505,62.8,33.5,52.0,2020.0,86.5,47.16,0
,Sedan,NMC,AWD,310.0,111113.0,5.07,12.72,0.01181,0.461,50.9,5.0,62.5,2021.0,65.01,31.97,0
Tesla,Hatchback,NCA,FWD,1075.0,256950.0,10.12,51.23,0.03118,0.6951,86.7,28.7,82.2,2016.0,50.34,27.58,1
Hyundai,SUV,NMC,FWD,1015.0,427091.0,9.04,43.96,0.03326,0.7525,73.3,68.8,152.8,2017.0,86.13,53.46,1
GM,SUV,NMC,FWD,233.0,84763.0,5.04,11.66,0.0142,0.4904,44.8,,60.2,,75.04,25.4,0
MG,Sedan,LFP,RWD,227.0,57525.0,4.82,3.28,0.01076,0.6032,21.7,5.3,40.2,2021.0,69.71,19.31,0
Tesla,Sedan,NMC,AWD,337.0,124486.0,7.12,18.95,0.01622,0.5626,69.6,60.1,58.4,2019.0,70.11,,0
GM,Hatchback,NMC,,457.0,111667.0,4.08,25.69,,,54.5,84.6,,2022.0,46.7,83.49,1
Nissan,Crossover,NMC,AWD,192.0,52609.0,3.99,9.77,0.02067,0.4857,53.3,47.7,43.6,2022.0,64.19,40.8,0
Tesla,SUV,NCA,FWD,132.0,78456.0,9.03,10.32,0.01719,0.4255,61.7,14.3,30.4,2017.0,,10.51,0
Tata,SUV,NMC,FWD,810.0,363305.0,10.81,35.0,0.02506,0.6914,61.2,20.0,105.8,2015.0,92.37,25.36,1
Honda,Van,NMC,FWD,610.0,240246.0,6.77,32.68,0.02754,0.6712,54.7,70.5,117.7,2019.0,82.64,52.03,1
Rivian,SUV,NMC,FWD,583.0,292570.0,8.13,37.86,0.02783,0.7842,61.3,80.7,116.1,2018.0,103.8,8.76,1
BYD,Truck,LFP,FWD,38.0,59516.0,11.06,2.8,0.0112,0.5351,25.6,60.7,17.5,2015.0,121.17,63.09,0
,Truck,LFP,AWD,67.0,87915.0,9.03,4.56,0.01482,0.6065,21.7,57.2,33.8,,,47.73,0
Kia,Hatchback,NMC,FWD,1955.0,394957.0,8.88,61.41,0.04554,3.626700000000001,73.1,57.4,149.6,2017.0,,44.19,1
BYD,SUV,LTO,,1.0,25833.0,11.2,1.62,0.00995,0.208,22.5,81.9,6.6,2015.0,,44.54,0
Ford,,NMC,FWD,539.0,234135.0,11.08,23.14,0.02575,0.525,54.0,50.1,70.4,2015.0,82.51,49.78,0
GM,Sedan,LFP,FWD,422.0,150879.0,5.02,7.72,0.01608,0.6496,20.4,54.7,93.3,2021.0,78.12,45.51,0
Tesla,Sedan,NCA,RWD,824.0,266360.0,9.17,43.12,0.02854,0.6943,82.8,24.4,95.4,2017.0,63.75,31.64,1
BMW,Hatchback,NMC,FWD,103.0,11686.0,6.86,3.62,0.01585,0.4112,,0.0,3.0,2019.0,38.3,18.51,0
Tesla,Sedan,NCA,AWD,1690.0,399347.0,9.22,61.54,0.04593,0.7727,86.4,0.6,146.5,2017.0,47.09,7.55,1
Nissan,Truck,LMO,FWD,315.0,188416.0,6.85,35.92,0.02643,0.8575,63.5,89.7,83.7,2019.0,132.4,76.14,1
Hyundai,Hatchback,NMC,AWD,321.0,87623.0,11.32,14.82,0.01564,0.4993,55.6,7.3,26.9,2015.0,57.63,29.16,0
Kia,Sedan,NMC,,418.0,134233.0,8.91,20.68,0.02615,0.5309,68.5,0.0,47.3,2017.0,56.83,31.5,0
Ford,Crossover,NMC,FWD,427.0,165448.0,9.95,25.94,0.03386,0.6951,68.8,69.3,53.9,2016.0,80.52,31.05,1
MG,Sedan,LFP,RWD,224.0,43477.0,5.2,7.6,0.01945,0.7181,22.6,77.0,26.0,2021.0,70.44,76.16,0
MG,Sedan,LFP,AWD,1.0,85181.0,2.99,2.92,0.00961,0.5903,23.0,,90.5,2023.0,75.69,65.16,0
BYD,Crossover,LFP,AWD,421.0,144624.0,7.91,14.78,0.01851,0.8474,32.2,96.1,60.2,2018.0,72.24,63.31,0
BYD,,LFP,AWD,1091.0,347405.0,,17.29,0.0208,,28.6,79.2,114.2,2016.0,62.83,65.74,1
Audi,Crossover,NMC,FWD,681.0,206031.0,9.93,36.81,0.03323,0.7054,61.9,73.2,66.6,2016.0,68.44,74.01,1
Lucid,Sedan,NCA,AWD,457.0,161527.0,11.25,24.31,0.0261,0.4616,76.4,8.2,47.5,2015.0,69.5,38.35,0
Tesla,SUV,NCA,RWD,466.0,196279.0,7.01,31.04,0.01944,0.5312,70.3,57.9,,2019.0,76.33,64.18,1
Mahindra,SUV,LTO,RWD,353.0,116324.0,5.7,0.2,,0.2423,12.0,27.5,64.7,,89.95,47.76,0
Renault,Crossover,LMO,AWD,434.0,132775.0,10.06,45.66,0.03586,0.8289,69.5,29.6,43.2,2016.0,61.48,27.22,1
Tesla,Hatchback,NCA,FWD,82.0,,7.93,6.89,0.01609,0.3748,68.0,52.2,12.8,2018.0,42.16,54.58,0
,SUV,NMC,FWD,245.0,110854.0,4.97,14.92,0.02472,0.4875,62.9,46.5,78.3,2021.0,87.8,51.3,1
,SUV,,RWD,208.0,96440.0,4.87,10.05,0.00864,0.5207,56.9,32.9,61.0,2021.0,73.26,39.02,0
Volkswagen,SUV,NMC,FWD,46.0,14581.0,3.76,0.2,0.00929,0.3906,44.7,42.1,18.6,2022.0,91.62,43.93,0
Renault,Sedan,NMC,RWD,408.0,124186.0,11.12,19.53,0.02517,0.5418,57.6,9.8,36.0,2015.0,60.2,31.4,0
Rivian,Crossover,NMC,RWD,23.0,,10.16,0.2,0.01587,0.3529,55.2,33.3,3.0,2016.0,68.9,34.27,0
Toyota,Crossover,NMC,FWD,636.0,,7.11,30.09,0.02484,0.677,57.1,39.7,109.0,2019.0,68.68,48.02,0
Volkswagen,Sedan,NMC,RWD,278.0,46976.0,3.83,13.93,0.02248,0.5005,52.3,26.9,40.5,2022.0,52.95,30.28,0
Tesla,,NCA,FWD,712.0,325647.0,10.06,43.19,0.03399,0.6919,73.1,55.7,109.3,2016.0,94.96,34.17,1
